dataset,taxaID,locus,gene,essentiality,pmid,Ref_db
169,83332,Rv0074,,NE,12775759,
169,83332,Rv0081,,NE,12775759,
169,83332,Rv0090,,NE,12775759,
169,83332,Rv0096,,NE,12775759,
169,83332,Rv0097,,NE,12775759,
169,83332,Rv0099,,NE,12775759,
169,83332,Rv0101,,NE,12775759,
169,83332,Rv0106,,NE,12775759,
169,83332,Rv0110,,NE,12775759,
169,83332,Rv0117,,NE,12775759,
169,83332,Rv0120c,,NE,12775759,
169,83332,Rv0126,,NE,12775759,
169,83332,Rv0129c,,NE,12775759,
169,83332,Rv0140,,NE,12775759,
169,83332,Rv0144,,NE,12775759,
169,83332,Rv0146,,NE,12775759,
169,83332,Rv0149,,NE,12775759,
169,83332,Rv0151c,,NE,12775759,
169,83332,Rv0152c,,NE,12775759,
169,83332,Rv0154c,,NE,12775759,
169,83332,Rv0158,,NE,12775759,
169,83332,Rv0159c,,NE,12775759,
169,83332,Rv0166,,NE,12775759,
169,83332,Rv0169,,NE,12775759,
169,83332,Rv0172,,NE,12775759,
169,83332,Rv0173,,NE,12775759,
169,83332,Rv0174,,NE,12775759,
169,83332,Rv0178,,NE,12775759,
169,83332,Rv0181c,,NE,12775759,
169,83332,Rv0182c,,NE,12775759,
169,83332,Rv0192,,NE,12775759,
169,83332,Rv0193c,,NE,12775759,
169,83332,Rv0194,,NE,12775759,
169,83332,Rv0202c,,NE,12775759,
169,83332,Rv0204c,,NE,12775759,
169,83332,Rv0205,,NE,12775759,
169,83332,Rv0213c,,NE,12775759,
169,83332,Rv0221,,NE,12775759,
169,83332,Rv0223c,,NE,12775759,
169,83332,Rv0229c,,NE,12775759,
169,83332,Rv0230c,,NE,12775759,
169,83332,Rv0231,,NE,12775759,
169,83332,Rv0233,,NE,12775759,
169,83332,Rv0236c,,NE,12775759,
169,83332,Rv0238,,NE,12775759,
169,83332,Rv0241c,,NE,12775759,
169,83332,Rv0243,,NE,12775759,
169,83332,Rv0244c,,NE,12775759,
169,83332,Rv0246,,NE,12775759,
169,83332,Rv0248c,,NE,12775759,
169,83332,Rv0251c,,NE,12775759,
169,83332,Rv0253,,NE,12775759,
169,83332,Rv0254c,,NE,12775759,
169,83332,Rv0257,,NE,12775759,
169,83332,Rv0260c,,NE,12775759,
169,83332,Rv0267,,NE,12775759,
169,83332,Rv0268c,,NE,12775759,
169,83332,Rv0270,,NE,12775759,
169,83332,Rv0275c,,NE,12775759,
169,83332,Rv0296c,,NE,12775759,
169,83332,Rv0301,,NE,12775759,
169,83332,Rv0302,,NE,12775759,
169,83332,Rv0304c,,NE,12775759,
169,83332,Rv0317c,,NE,12775759,
169,83332,Rv0319,,NE,12775759,
169,83332,Rv0321,,NE,12775759,
169,83332,Rv0323c,,NE,12775759,
169,83332,Rv0325,,NE,12775759,
169,83332,Rv0327c,,NE,12775759,
169,83332,Rv0329c,,NE,12775759,
169,83332,Rv0331,,NE,12775759,
169,83332,Rv0336,,NE,12775759,
169,83332,Rv0342,,NE,12775759,
169,83332,Rv0349,,NE,12775759,
169,83332,Rv0354c,,NE,12775759,
169,83332,Rv0355c,,NE,12775759,
169,83332,Rv0360c,,NE,12775759,
169,83332,Rv0361,,NE,12775759,
169,83332,Rv0362,,NE,12775759,
169,83332,Rv0366c,,NE,12775759,
169,83332,Rv0385,,NE,12775759,
169,83332,Rv0386,,NE,12775759,
169,83332,Rv0402c,,NE,12775759,
169,83332,Rv0409,,NE,12775759,
169,83332,Rv0412c,,NE,12775759,
169,83332,Rv0425c,,NE,12775759,
169,83332,Rv0434,,NE,12775759,
169,83332,Rv0435c,,NE,12775759,
169,83332,Rv0436c,,NE,12775759,
169,83332,Rv0439c,,NE,12775759,
169,83332,Rv0441c,,NE,12775759,
169,83332,Rv0442c,,NE,12775759,
169,83332,Rv0443,,NE,12775759,
169,83332,Rv0446c,,NE,12775759,
169,83332,Rv0447c,,NE,12775759,
169,83332,Rv0449c,,NE,12775759,
169,83332,Rv0450c,,NE,12775759,
169,83332,Rv0453,,NE,12775759,
169,83332,Rv0457c,,NE,12775759,
169,83332,Rv0458,,NE,12775759,
169,83332,Rv0461,,NE,12775759,
169,83332,Rv0471c,,NE,12775759,
169,83332,Rv0472c,,NE,12775759,
169,83332,Rv0473,,NE,12775759,
169,83332,Rv0474,,NE,12775759,
169,83332,Rv0483,,NE,12775759,
169,83332,Rv0485,,NE,12775759,
169,83332,Rv0491,,NE,12775759,
169,83332,Rv0495c,,NE,12775759,
169,83332,Rv0503c,,NE,12775759,
169,83332,Rv0506,,NE,12775759,
169,83332,Rv0507,,NE,12775759,
169,83332,Rv0508,,NE,12775759,
169,83332,Rv0515,,NE,12775759,
169,83332,Rv0519c,,NE,12775759,
169,83332,Rv0522,,NE,12775759,
169,83332,Rv0530,,NE,12775759,
169,83332,Rv0533c,,NE,12775759,
169,83332,Rv0570,,NE,12775759,
169,83332,Rv0575c,,NE,12775759,
169,83332,Rv0577,,NE,12775759,
169,83332,Rv0584,,NE,12775759,
169,83332,Rv0589,,NE,12775759,
169,83332,Rv0594,,NE,12775759,
169,83332,Rv0605,,NE,12775759,
169,83332,Rv0611c,,NE,12775759,
169,83332,Rv0613c,,NE,12775759,
169,83332,Rv0619,,NE,12775759,
169,83332,Rv0622,,NE,12775759,
169,83332,Rv0624,,NE,12775759,
169,83332,Rv0632c,,NE,12775759,
169,83332,Rv0642c,,NE,12775759,
169,83332,Rv0644c,,NE,12775759,
169,83332,Rv0645c,,NE,12775759,
169,83332,Rv0646c,,NE,12775759,
169,83332,Rv0648,,NE,12775759,
169,83332,Rv0655,,NE,12775759,
169,83332,Rv0663,,NE,12775759,
169,83332,Rv0666,,NE,12775759,
169,83332,Rv0669c,,NE,12775759,
169,83332,Rv0670,,NE,12775759,
169,83332,Rv0671,,NE,12775759,
169,83332,Rv0676c,,NE,12775759,
169,83332,Rv0681,,NE,12775759,
169,83332,Rv0692,,NE,12775759,
169,83332,Rv0696,,NE,12775759,
169,83332,Rv0711,,NE,12775759,
169,83332,Rv0713,,NE,12775759,
169,83332,Rv0728c,,NE,12775759,
169,83332,Rv0730,,NE,12775759,
169,83332,Rv0735,,NE,12775759,
169,83332,Rv0740,,NE,12775759,
169,83332,Rv0743c,,NE,12775759,
169,83332,Rv0752c,,NE,12775759,
169,83332,Rv0755c,,NE,12775759,
169,83332,Rv0758,,NE,12775759,
169,83332,Rv0762c,,NE,12775759,
169,83332,Rv0764c,,NE,12775759,
169,83332,Rv0766c,,NE,12775759,
169,83332,Rv0768,,NE,12775759,
169,83332,Rv0775,,NE,12775759,
169,83332,Rv0776c,,NE,12775759,
169,83332,Rv0781,,NE,12775759,
169,83332,Rv0786c,,NE,12775759,
169,83332,Rv0791c,,NE,12775759,
169,83332,Rv0798c,,NE,12775759,
169,83332,Rv0800,,NE,12775759,
169,83332,Rv0806c,,NE,12775759,
169,83332,Rv0815c,,NE,12775759,
169,83332,Rv0820,,NE,12775759,
169,83332,Rv0822c,,NE,12775759,
169,83332,Rv0823c,,NE,12775759,
169,83332,Rv0825c,,NE,12775759,
169,83332,Rv0826,,NE,12775759,
169,83332,Rv0829,,NE,12775759,
169,83332,Rv0831c,,NE,12775759,
169,83332,Rv0834c,,NE,12775759,
169,83332,Rv0843,,NE,12775759,
169,83332,Rv0844c,,NE,12775759,
169,83332,Rv0848,,NE,12775759,
169,83332,Rv0853c,,NE,12775759,
169,83332,Rv0854,,NE,12775759,
169,83332,Rv0877,,NE,12775759,
169,83332,Rv0878c,,NE,12775759,
169,83332,Rv0886,,NE,12775759,
169,83332,Rv0888,,NE,12775759,
169,83332,Rv0890c,,NE,12775759,
169,83332,Rv0891c,,NE,12775759,
169,83332,Rv0893c,,NE,12775759,
169,83332,Rv0909,,NE,12775759,
169,83332,Rv0910,,NE,12775759,
169,83332,Rv0919,,NE,12775759,
169,83332,Rv0926c,,NE,12775759,
169,83332,Rv0930,,NE,12775759,
169,83332,Rv0932c,,NE,12775759,
169,83332,Rv0941c,,NE,12775759,
169,83332,Rv0942,,NE,12775759,
169,83332,Rv0943c,,NE,12775759,
169,83332,Rv0961,,NE,12775759,
169,83332,Rv0977,,NE,12775759,
169,83332,Rv0987,,NE,12775759,
169,83332,Rv0990c,,NE,12775759,
169,83332,Rv0996,,NE,12775759,
169,83332,Rv1001,,NE,12775759,
169,83332,Rv1006,,NE,12775759,
169,83332,Rv1015c,,NE,12775759,
169,83332,Rv1020,,NE,12775759,
169,83332,Rv1028c,,NE,12775759,
169,83332,Rv1029,,NE,12775759,
169,83332,Rv1033c,,NE,12775759,
169,83332,Rv1043c,,NE,12775759,
169,83332,Rv1046c,,NE,12775759,
169,83332,Rv1048c,,NE,12775759,
169,83332,Rv1051c,,NE,12775759,
169,83332,Rv1052,,NE,12775759,
169,83332,Rv1069c,,NE,12775759,
169,83332,Rv1072,,NE,12775759,
169,83332,Rv1073,,NE,12775759,
169,83332,Rv1075c,,NE,12775759,
169,83332,Rv1078,,NE,12775759,
169,83332,Rv1102c,,NE,12775759,
169,83332,Rv1106c,,NE,12775759,
169,83332,Rv1107c,,NE,12775759,
169,83332,Rv1111c,,NE,12775759,
169,83332,Rv1112,,NE,12775759,
169,83332,Rv1129c,,NE,12775759,
169,83332,Rv1130,,NE,12775759,
169,83332,Rv1135c,,NE,12775759,
169,83332,Rv1139c,,NE,12775759,
169,83332,Rv1143,,NE,12775759,
169,83332,Rv1146,,NE,12775759,
169,83332,Rv1147,,NE,12775759,
169,83332,Rv1157c,,NE,12775759,
169,83332,Rv1162,,NE,12775759,
169,83332,Rv1163,,NE,12775759,
169,83332,Rv1164,,NE,12775759,
169,83332,Rv1165,,NE,12775759,
169,83332,Rv1168c,,NE,12775759,
169,83332,Rv1178,,NE,12775759,
169,83332,Rv1183,,NE,12775759,
169,83332,Rv1186c,,NE,12775759,
169,83332,Rv1187,,NE,12775759,
169,83332,Rv1195,,NE,12775759,
169,83332,Rv1198,,NE,12775759,
169,83332,Rv1205,,NE,12775759,
169,83332,Rv1206,,NE,12775759,
169,83332,Rv1212c,,NE,12775759,
169,83332,Rv1213,,NE,12775759,
169,83332,Rv1215c,,NE,12775759,
169,83332,Rv1226c,,NE,12775759,
169,83332,Rv1232c,,NE,12775759,
169,83332,Rv1238,,NE,12775759,
169,83332,Rv1239c,,NE,12775759,
169,83332,Rv1242,,NE,12775759,
169,83332,Rv1251c,,NE,12775759,
169,83332,Rv1253,,NE,12775759,
169,83332,Rv1256c,,NE,12775759,
169,83332,Rv1267c,,NE,12775759,
169,83332,Rv1268c,,NE,12775759,
169,83332,Rv1269c,,NE,12775759,
169,83332,Rv1272c,,NE,12775759,
169,83332,Rv1277,,NE,12775759,
169,83332,Rv1290c,,NE,12775759,
169,83332,Rv1302,,NE,12775759,
169,83332,Rv1319c,,NE,12775759,
169,83332,Rv1320c,,NE,12775759,
169,83332,Rv1330c,,NE,12775759,
169,83332,Rv1334,,NE,12775759,
169,83332,Rv1339,,NE,12775759,
169,83332,Rv1346,,NE,12775759,
169,83332,Rv1354c,,NE,12775759,
169,83332,Rv1357c,,NE,12775759,
169,83332,Rv1358,,NE,12775759,
169,83332,Rv1362c,,NE,12775759,
169,83332,Rv1364c,,NE,12775759,
169,83332,Rv1366,,NE,12775759,
169,83332,Rv1386,,NE,12775759,
169,83332,Rv1387,,NE,12775759,
169,83332,Rv1393c,,NE,12775759,
169,83332,Rv1394c,,NE,12775759,
169,83332,Rv1403c,,NE,12775759,
169,83332,Rv1404,,NE,12775759,
169,83332,Rv1405c,,NE,12775759,
169,83332,Rv1420,,NE,12775759,
169,83332,Rv1428c,,NE,12775759,
169,83332,Rv1430,,NE,12775759,
169,83332,Rv1431,,NE,12775759,
169,83332,Rv1433,,NE,12775759,
169,83332,Rv1439c,,NE,12775759,
169,83332,Rv1442,,NE,12775759,
169,83332,Rv1444c,,NE,12775759,
169,83332,Rv1454c,,NE,12775759,
169,83332,Rv1469,,NE,12775759,
169,83332,Rv1488,,NE,12775759,
169,83332,Rv1489,,NE,12775759,
169,83332,Rv1499,,NE,12775759,
169,83332,Rv1502,,NE,12775759,
169,83332,Rv1508c,,NE,12775759,
169,83332,Rv1510,,NE,12775759,
169,83332,Rv1511,,NE,12775759,
169,83332,Rv1516c,,NE,12775759,
169,83332,Rv1520,,NE,12775759,
169,83332,Rv1521,,NE,12775759,
169,83332,Rv1522c,,NE,12775759,
169,83332,Rv1527c,,NE,12775759,
169,83332,Rv1542c,,NE,12775759,
169,83332,Rv1546,,NE,12775759,
169,83332,Rv1548c,,NE,12775759,
169,83332,Rv1550,,NE,12775759,
169,83332,Rv1553,,NE,12775759,
169,83332,Rv1557,,NE,12775759,
169,83332,Rv1562c,,NE,12775759,
169,83332,Rv1565c,,NE,12775759,
169,83332,Rv1567c,,NE,12775759,
169,83332,Rv1589,,NE,12775759,
169,83332,Rv1590,,NE,12775759,
169,83332,Rv1592c,,NE,12775759,
169,83332,Rv1596,,NE,12775759,
169,83332,Rv1597,,NE,12775759,
169,83332,Rv1614,,NE,12775759,
169,83332,Rv1623c,,NE,12775759,
169,83332,Rv1625c,,NE,12775759,
169,83332,Rv1629,,NE,12775759,
169,83332,Rv1634,,NE,12775759,
169,83332,Rv1635c,,NE,12775759,
169,83332,Rv1668c,,NE,12775759,
169,83332,Rv1691,,NE,12775759,
169,83332,Rv1701,,NE,12775759,
169,83332,Rv1702c,,NE,12775759,
169,83332,Rv1710,,NE,12775759,
169,83332,Rv1719,,NE,12775759,
169,83332,Rv1723,,NE,12775759,
169,83332,Rv1724c,,NE,12775759,
169,83332,Rv1726,,NE,12775759,
169,83332,Rv1737c,,NE,12775759,
169,83332,Rv1738,,NE,12775759,
169,83332,Rv1739c,,NE,12775759,
169,83332,Rv1747,,NE,12775759,
169,83332,Rv1750c,,NE,12775759,
169,83332,Rv1754c,,NE,12775759,
169,83332,Rv1755c,,NE,12775759,
169,83332,Rv1760,,NE,12775759,
169,83332,Rv1761c,,NE,12775759,
169,83332,Rv1769,,NE,12775759,
169,83332,Rv1770,,NE,12775759,
169,83332,Rv1771,,NE,12775759,
169,83332,Rv1781c,,NE,12775759,
169,83332,Rv1785c,,NE,12775759,
169,83332,Rv1787,,NE,12775759,
169,83332,Rv1789,,NE,12775759,
169,83332,Rv1793,,NE,12775759,
169,83332,Rv1798,,NE,12775759,
169,83332,Rv1800,,NE,12775759,
169,83332,Rv1801,,NE,12775759,
169,83332,Rv1808,,NE,12775759,
169,83332,Rv1812c,,NE,12775759,
169,83332,Rv1813c,,NE,12775759,
169,83332,Rv1814,,NE,12775759,
169,83332,Rv1816,,NE,12775759,
169,83332,Rv1819c,,NE,12775759,
169,83332,Rv1820,,NE,12775759,
169,83332,Rv1821,,NE,12775759,
169,83332,Rv1825,,NE,12775759,
169,83332,Rv1834,,NE,12775759,
169,83332,Rv1842c,,NE,12775759,
169,83332,Rv1844c,,NE,12775759,
169,83332,Rv1849,,NE,12775759,
169,83332,Rv1853,,NE,12775759,
169,83332,Rv1865c,,NE,12775759,
169,83332,Rv1866,,NE,12775759,
169,83332,Rv1868,,NE,12775759,
169,83332,Rv1869c,,NE,12775759,
169,83332,Rv1872c,,NE,12775759,
169,83332,Rv1873,,NE,12775759,
169,83332,Rv1877,,NE,12775759,
169,83332,Rv1881c,,NE,12775759,
169,83332,Rv1885c,,NE,12775759,
169,83332,Rv1888c,,NE,12775759,
169,83332,Rv1894c,,NE,12775759,
169,83332,Rv1896c,,NE,12775759,
169,83332,Rv1902c,,NE,12775759,
169,83332,Rv1904,,NE,12775759,
169,83332,Rv1905c,,NE,12775759,
169,83332,Rv1906c,,NE,12775759,
169,83332,Rv1907c,,NE,12775759,
169,83332,Rv1908c,,NE,12775759,
169,83332,Rv1909c,,NE,12775759,
169,83332,Rv1911c,,NE,12775759,
169,83332,Rv1913,,NE,12775759,
169,83332,Rv1915,,NE,12775759,
169,83332,Rv1917c,,NE,12775759,
169,83332,Rv1918c,,NE,12775759,
169,83332,Rv1919c,,NE,12775759,
169,83332,Rv1921c,,NE,12775759,
169,83332,Rv1923,,NE,12775759,
169,83332,Rv1927,,NE,12775759,
169,83332,Rv1928c,,NE,12775759,
169,83332,Rv1934c,,NE,12775759,
169,83332,Rv1937,,NE,12775759,
169,83332,Rv1953,,NE,12775759,
169,83332,Rv1956,,NE,12775759,
169,83332,Rv1967,,NE,12775759,
169,83332,Rv1977,,NE,12775759,
169,83332,Rv1979c,,NE,12775759,
169,83332,Rv1980c,,NE,12775759,
169,83332,Rv1983,,NE,12775759,
169,83332,Rv1984c,,NE,12775759,
169,83332,Rv1985c,,NE,12775759,
169,83332,Rv1986,,NE,12775759,
169,83332,Rv1989c,,NE,12775759,
169,83332,Rv1995,,NE,12775759,
169,83332,Rv1999c,,NE,12775759,
169,83332,Rv2000,,NE,12775759,
169,83332,Rv2016,,NE,12775759,
169,83332,Rv2019,,NE,12775759,
169,83332,Rv2021c,,NE,12775759,
169,83332,Rv2025c,,NE,12775759,
169,83332,Rv2027c,,NE,12775759,
169,83332,Rv2030c,,NE,12775759,
169,83332,Rv2033c,,NE,12775759,
169,83332,Rv2035,,NE,12775759,
169,83332,Rv2048c,,NE,12775759,
169,83332,Rv2054,,NE,12775759,
169,83332,Rv2069,,NE,12775759,
169,83332,Rv2075c,,NE,12775759,
169,83332,Rv2076c,,NE,12775759,
169,83332,Rv2077c,,NE,12775759,
169,83332,Rv2079,,NE,12775759,
169,83332,Rv2080,,NE,12775759,
169,83332,Rv2082,,NE,12775759,
169,83332,Rv2084,,NE,12775759,
169,83332,Rv2092c,,NE,12775759,
169,83332,Rv2095c,,NE,12775759,
169,83332,Rv2097c,,NE,12775759,
169,83332,Rv2102,,NE,12775759,
169,83332,Rv2105,,NE,12775759,
169,83332,Rv2108,,NE,12775759,
169,83332,Rv2112c,,NE,12775759,
169,83332,Rv2113,,NE,12775759,
169,83332,Rv2114,,NE,12775759,
169,83332,Rv2115c,,NE,12775759,
169,83332,Rv2118c,,NE,12775759,
169,83332,Rv2119,,NE,12775759,
169,83332,Rv2120c,,NE,12775759,
169,83332,Rv2123,,NE,12775759,
169,83332,Rv2124c,,NE,12775759,
169,83332,Rv2127,,NE,12775759,
169,83332,Rv2129c,,NE,12775759,
169,83332,Rv2140c,,NE,12775759,
169,83332,Rv2141c,,NE,12775759,
169,83332,Rv2143,,NE,12775759,
169,83332,Rv2147c,,NE,12775759,
169,83332,Rv2169c,,NE,12775759,
169,83332,Rv2171,,NE,12775759,
169,83332,Rv2176,,NE,12775759,
169,83332,Rv2184c,,NE,12775759,
169,83332,Rv2187,,NE,12775759,
169,83332,Rv2190c,,NE,12775759,
169,83332,Rv2191,,NE,12775759,
169,83332,Rv2198c,,NE,12775759,
169,83332,Rv2200c,,NE,12775759,
169,83332,Rv2206,,NE,12775759,
169,83332,Rv2209,,NE,12775759,
169,83332,Rv2214c,,NE,12775759,
169,83332,Rv2222c,,NE,12775759,
169,83332,Rv2223c,,NE,12775759,
169,83332,Rv2224c,,NE,12775759,
169,83332,Rv2228c,,NE,12775759,
169,83332,Rv2230c,,NE,12775759,
169,83332,Rv2239c,,NE,12775759,
169,83332,Rv2240c,,NE,12775759,
169,83332,Rv2242,,NE,12775759,
169,83332,Rv2253,,NE,12775759,
169,83332,Rv2254c,,NE,12775759,
169,83332,Rv2263,,NE,12775759,
169,83332,Rv2264c,,NE,12775759,
169,83332,Rv2267c,,NE,12775759,
169,83332,Rv2269c,,NE,12775759,
169,83332,Rv2280,,NE,12775759,
169,83332,Rv2287,,NE,12775759,
169,83332,Rv2290,,NE,12775759,
169,83332,Rv2294,,NE,12775759,
169,83332,Rv2295,,NE,12775759,
169,83332,Rv2296,,NE,12775759,
169,83332,Rv2298,,NE,12775759,
169,83332,Rv2300c,,NE,12775759,
169,83332,Rv2307c,,NE,12775759,
169,83332,Rv2311,,NE,12775759,
169,83332,Rv2332,,NE,12775759,
169,83332,Rv2333c,,NE,12775759,
169,83332,Rv2339,,NE,12775759,
169,83332,Rv2340c,,NE,12775759,
169,83332,Rv2341,,NE,12775759,
169,83332,Rv2342,,NE,12775759,
169,83332,Rv2345,,NE,12775759,
169,83332,Rv2346c,,NE,12775759,
169,83332,Rv2347c,,NE,12775759,
169,83332,Rv2349c,,NE,12775759,
169,83332,Rv2351c,,NE,12775759,
169,83332,Rv2353c,,NE,12775759,
169,83332,Rv2354,,NE,12775759,
169,83332,Rv2374c,,NE,12775759,
169,83332,Rv2384,,NE,12775759,
169,83332,Rv2387,,NE,12775759,
169,83332,Rv2388c,,NE,12775759,
169,83332,Rv2390c,,NE,12775759,
169,83332,Rv2395,,NE,12775759,
169,83332,Rv2406c,,NE,12775759,
169,83332,Rv2408,,NE,12775759,
169,83332,Rv2410c,,NE,12775759,
169,83332,Rv2411c,,NE,12775759,
169,83332,Rv2423,,NE,12775759,
169,83332,Rv2430c,,NE,12775759,
169,83332,Rv2449c,,NE,12775759,
169,83332,Rv2452c,,NE,12775759,
169,83332,Rv2455c,,NE,12775759,
169,83332,Rv2462c,,NE,12775759,
169,83332,Rv2463,,NE,12775759,
169,83332,Rv2467,,NE,12775759,
169,83332,Rv2469c,,NE,12775759,
169,83332,Rv2473,,NE,12775759,
169,83332,Rv2485c,,NE,12775759,
169,83332,Rv2486,,NE,12775759,
169,83332,Rv2487c,,NE,12775759,
169,83332,Rv2488c,,NE,12775759,
169,83332,Rv2497c,,NE,12775759,
169,83332,Rv2503c,,NE,12775759,
169,83332,Rv2517c,,NE,12775759,
169,83332,Rv2519,,NE,12775759,
169,83332,Rv2530c,,NE,12775759,
169,83332,Rv2531c,,NE,12775759,
169,83332,Rv2542,,NE,12775759,
169,83332,Rv2550c,,NE,12775759,
169,83332,Rv2557,,NE,12775759,
169,83332,Rv2560,,NE,12775759,
169,83332,Rv2566,,NE,12775759,
169,83332,Rv2567,,NE,12775759,
169,83332,Rv2574,,NE,12775759,
169,83332,Rv2576c,,NE,12775759,
169,83332,Rv2577,,NE,12775759,
169,83332,Rv2579,,NE,12775759,
169,83332,Rv2583c,,NE,12775759,
169,83332,Rv2590,,NE,12775759,
169,83332,Rv2591,,NE,12775759,
169,83332,Rv2599,,NE,12775759,
169,83332,Rv2600,,NE,12775759,
169,83332,Rv2601,,NE,12775759,
169,83332,Rv2613c,,NE,12775759,
169,83332,Rv2616,,NE,12775759,
169,83332,Rv2617c,,NE,12775759,
169,83332,Rv2620c,,NE,12775759,
169,83332,Rv2624c,,NE,12775759,
169,83332,Rv2633c,,NE,12775759,
169,83332,Rv2641,,NE,12775759,
169,83332,Rv2671,,NE,12775759,
169,83332,Rv2673,,NE,12775759,
169,83332,Rv2675c,,NE,12775759,
169,83332,Rv2679,,NE,12775759,
169,83332,Rv2684,,NE,12775759,
169,83332,Rv2705c,,NE,12775759,
169,83332,Rv2707,,NE,12775759,
169,83332,Rv2712c,,NE,12775759,
169,83332,Rv2713,,NE,12775759,
169,83332,Rv2714,,NE,12775759,
169,83332,Rv2715,,NE,12775759,
169,83332,Rv2721c,,NE,12775759,
169,83332,Rv2730,,NE,12775759,
169,83332,Rv2734,,NE,12775759,
169,83332,Rv2740,,NE,12775759,
169,83332,Rv2751,,NE,12775759,
169,83332,Rv2759c,,NE,12775759,
169,83332,Rv2761c,,NE,12775759,
169,83332,Rv2762c,,NE,12775759,
169,83332,Rv2770c,,NE,12775759,
169,83332,Rv2775,,NE,12775759,
169,83332,Rv2777c,,NE,12775759,
169,83332,Rv2784c,,NE,12775759,
169,83332,Rv2789c,,NE,12775759,
169,83332,Rv2790c,,NE,12775759,
169,83332,Rv2795c,,NE,12775759,
169,83332,Rv2797c,,NE,12775759,
169,83332,Rv2799,,NE,12775759,
169,83332,Rv2803,,NE,12775759,
169,83332,Rv2816c,,NE,12775759,
169,83332,Rv2818c,,NE,12775759,
169,83332,Rv2820c,,NE,12775759,
169,83332,Rv2821c,,NE,12775759,
169,83332,Rv2824c,,NE,12775759,
169,83332,Rv2827c,,NE,12775759,
169,83332,Rv2837c,,NE,12775759,
169,83332,Rv2852c,,NE,12775759,
169,83332,Rv2860c,,NE,12775759,
169,83332,Rv2863,,NE,12775759,
169,83332,Rv2864c,,NE,12775759,
169,83332,Rv2866,,NE,12775759,
169,83332,Rv2869c,,NE,12775759,
169,83332,Rv2872,,NE,12775759,
169,83332,Rv2873,,NE,12775759,
169,83332,Rv2875,,NE,12775759,
169,83332,Rv2877c,,NE,12775759,
169,83332,Rv2888c,,NE,12775759,
169,83332,Rv2892c,,NE,12775759,
169,83332,Rv2900c,,NE,12775759,
169,83332,Rv2902c,,NE,12775759,
169,83332,Rv2905,,NE,12775759,
169,83332,Rv2910c,,NE,12775759,
169,83332,Rv2913c,,NE,12775759,
169,83332,Rv2914c,,NE,12775759,
169,83332,Rv2918c,,NE,12775759,
169,83332,Rv2922c,,NE,12775759,
169,83332,Rv2923c,,NE,12775759,
169,83332,Rv2930,,NE,12775759,
169,83332,Rv2931,,NE,12775759,
169,83332,Rv2934,,NE,12775759,
169,83332,Rv2935,,NE,12775759,
169,83332,Rv2936,,NE,12775759,
169,83332,Rv2937,,NE,12775759,
169,83332,Rv2939,,NE,12775759,
169,83332,Rv2940c,,NE,12775759,
169,83332,Rv2941,,NE,12775759,
169,83332,Rv2942,,NE,12775759,
169,83332,Rv2946c,,NE,12775759,
169,83332,Rv2947c,,NE,12775759,
169,83332,Rv2951c,,NE,12775759,
169,83332,Rv2953,,NE,12775759,
169,83332,Rv2955c,,NE,12775759,
169,83332,Rv2957,,NE,12775759,
169,83332,Rv2959c,,NE,12775759,
169,83332,Rv2962c,,NE,12775759,
169,83332,Rv2973c,,NE,12775759,
169,83332,Rv2990c,,NE,12775759,
169,83332,Rv3005c,,NE,12775759,
169,83332,Rv3007c,,NE,12775759,
169,83332,Rv3008,,NE,12775759,
169,83332,Rv3009c,,NE,12775759,
169,83332,Rv3018c,,NE,12775759,
169,83332,Rv3027c,,NE,12775759,
169,83332,Rv3036c,,NE,12775759,
169,83332,Rv3041c,,NE,12775759,
169,83332,Rv3056,,NE,12775759,
169,83332,Rv3057c,,NE,12775759,
169,83332,Rv3059,,NE,12775759,
169,83332,Rv3061c,,NE,12775759,
169,83332,Rv3063,,NE,12775759,
169,83332,Rv3064c,,NE,12775759,
169,83332,Rv3068c,,NE,12775759,
169,83332,Rv3077,,NE,12775759,
169,83332,Rv3081,,NE,12775759,
169,83332,Rv3082c,,NE,12775759,
169,83332,Rv3083,,NE,12775759,
169,83332,Rv3088,,NE,12775759,
169,83332,Rv3089,,NE,12775759,
169,83332,Rv3091,,NE,12775759,
169,83332,Rv3107c,,NE,12775759,
169,83332,Rv3116,,NE,12775759,
169,83332,Rv3124,,NE,12775759,
169,83332,Rv3125c,,NE,12775759,
169,83332,Rv3134c,,NE,12775759,
169,83332,Rv3138,,NE,12775759,
169,83332,Rv3139,,NE,12775759,
169,83332,Rv3143,,NE,12775759,
169,83332,Rv3152,,NE,12775759,
169,83332,Rv3157,,NE,12775759,
169,83332,Rv3158,,NE,12775759,
169,83332,Rv3169,,NE,12775759,
169,83332,Rv3170,,NE,12775759,
169,83332,Rv3177,,NE,12775759,
169,83332,Rv3179,,NE,12775759,
169,83332,Rv3183,,NE,12775759,
169,83332,Rv3188,,NE,12775759,
169,83332,Rv3191c,,NE,12775759,
169,83332,Rv3197,,NE,12775759,
169,83332,Rv3198c,,NE,12775759,
169,83332,Rv3199c,,NE,12775759,
169,83332,Rv3202c,,NE,12775759,
169,83332,Rv3210c,,NE,12775759,
169,83332,Rv3211,,NE,12775759,
169,83332,Rv3218,,NE,12775759,
169,83332,Rv3220c,,NE,12775759,
169,83332,Rv3232c,,NE,12775759,
169,83332,Rv3233c,,NE,12775759,
